Year,"Header","Source","URL"
2017,"населения России в условиях меняющегося климата","demoscope.ru›weekly/2010/0439/analit01.php","http://www.demoscope.ru/weekly/2010/0439/analit01.php"
2017,"Изменение климата: что ждет Россию","ria.ru›warming_prognosis/20130924/964750728.html","http://ria.ru/warming_prognosis/20130924/964750728.html"
2017,"Изменения климата в России – чем они грозят здоровью","meteoinfo.ru›meteo-med-revithc","http://meteoinfo.ru/meteo-med-revithc"
2017,"Природоохранная стратегия","wwf.ru›data/membership/mailer/draft_conservation…","http://www.wwf.ru/data/membership/mailer/draft_conservation_strategy_rus.pdf"
2017,"Прогноз изменений климата и геополитиеских последствий","ecoteco.ru›library/magazine…klimata-i…posledstviy…","http://www.ecoteco.ru/library/magazine/zhurnal-111/ekologiya/prognoz-izmeneniy-klimata-i-geopolitieskih-posledstviy-ego-izmeneniya-do-2020-goda/"
2017,"Стратегия всемирного фонда дикой природы","wwf.su›data/wwf/wwfrussia_strategy_rus.pdf","http://www.wwf.su/data/wwf/wwfrussia_strategy_rus.pdf"
2017,"Ученые считают изменение климата главной мировой","volg.mk.ru›articles/2016/03/02…izmenenie-klimata…","http://volg.mk.ru/articles/2016/03/02/uchenye-schitayut-izmenenie-klimata-glavnoy-mirovoy-ugrozoy-v-2016-godu.html"
2017,"В феврале 2017 года президентом России станет Навальный","gklimov.livejournal.com›305630.html","http://gklimov.livejournal.com/305630.html"
2017,"ученый предсказывает похолодание климата с 2017 года","newsmake.net›weather…avstralijskij…klimata-s-2017…","http://newsmake.net/weather-and-nature/avstralijskij-uchenyj-predskazyvaet-poxolodanie-klimata-s-2017-goda"
2017,"Чем грозит России изменение климата?","rosnauka.ru›Публикации›844","http://rosnauka.ru/publication/844"
2017,"Климат на выставке Мир Климата","climatexpo.ru","http://yabs.yandex.ru/count/PDG-xXvNMrW40000gQB0022Ek51qRGLIbGAR0Mv3jm8j0OYtoFFH1ecgxje3dgfCwW6TdNO7feO8YhVuXuG3lReB_ge3gYwbg61h1hokTsa6ZG6HiL7f0GQNy3Z14oO_h2e3Zxf20hiAdxfkU8iCauKDcGL2Z9rx3BQSlWErc2m3e9Lf9g-TUmopaCG9j9Wi0zcLQIRQaCG9b9PyQwUVG06ek_g8jWEZ0Qxiwi2_dfHbrx41ig0H00AvdNO7mOmImldFYbMiYA-l1iMF3zB__________m_J__________yFVHe0?q=%D0%B8%D0%B7%D0%BC%D0%B5%D0%BD%D0%B5%D0%BD%D0%B8%D0%B5+%D0%BA%D0%BB%D0%B8%D0%BC%D0%B0%D1%82%D0%B0+%D0%B2+%D1%80%D0%BE%D1%81%D1%81%D0%B8%D0%B8+2017"
2017,"Что происходит с климатом?","zoomby.ru","http://yabs.yandex.ru/count/PDG-xgbIKg040000gQB0022Ek51qRGLIbGAR0Mv3jm8j0JA8iBxC4GA9jlOJIW6O59wgJEe1dQgx_0Ic88gjA99nlQoXA9wgBgMYRni2lA2YnGAD0P6nKUa11fVmEC4J9Z-iAWEFlTsiHmEVjyS750AJXGsP1KACcE42jeJTjOYxe9NN0w-OuGApWFgqYBlPbTS3se3wb9ijeAUVkWYeiomaY0IZ0Qxiwi2_dfHbrx41ig2H00Avghly1C6C4iBvpufLh8YlhmRI__________yFq___________3tWQ?q=%D0%B8%D0%B7%D0%BC%D0%B5%D0%BD%D0%B5%D0%BD%D0%B8%D0%B5+%D0%BA%D0%BB%D0%B8%D0%BC%D0%B0%D1%82%D0%B0+%D0%B2+%D1%80%D0%BE%D1%81%D1%81%D0%B8%D0%B8+2017"
2017,"Изменение климата: что ждет Россию","climatechange.ru›node/1408","http://www.climatechange.ru/node/1408"
2017,"населения России в условиях меняющегося климата","demoscope.ru›weekly/2010/0439/analit01.php","http://www.demoscope.ru/weekly/2010/0439/analit01.php"
2017,"Изменения климата в России – чем они грозят здоровью","meteoinfo.ru›meteo-med-revithc","http://meteoinfo.ru/meteo-med-revithc"
2017,"Природоохранная стратегия","wwf.ru›data/membership/mailer/draft_conservation…","http://www.wwf.ru/data/membership/mailer/draft_conservation_strategy_rus.pdf"
2017,"Прогноз изменений климата и геополитиеских последствий","ecoteco.ru›library/magazine…klimata-i…posledstviy…","http://www.ecoteco.ru/library/magazine/zhurnal-111/ekologiya/prognoz-izmeneniy-klimata-i-geopolitieskih-posledstviy-ego-izmeneniya-do-2020-goda/"
2017,"В феврале 2017 года президентом России станет Навальный","gklimov.livejournal.com›305630.html","http://gklimov.livejournal.com/305630.html"
2017,"В России выборы изменили деловой климат - 9 Грудня","holosua.com›news/v_rossii…klimat/2011-12-09-22684","http://holosua.com/news/v_rossii_vybory_izmenili_delovoj_klimat/2011-12-09-22684"
2017,"ученый предсказывает похолодание климата с 2017 года","newsmake.net›weather…avstralijskij…klimata-s-2017…","http://newsmake.net/weather-and-nature/avstralijskij-uchenyj-predskazyvaet-poxolodanie-klimata-s-2017-goda"
2017,"Последствия изменения климата в России","greenpeace.org›russia/ru/campaigns/climate…","http://www.greenpeace.org/russia/ru/campaigns/climate/consequences/"
2017,"Влияние человека на изменение климата - новость","newsland.com›Все новости›detail/id/485564","http://newsland.com/news/detail/id/485564/"
2017,"Климат на выставке Мир Климата","climatexpo.ru","http://yabs.yandex.ru/count/3s6uKhX83Ra40000gQB0022EkTo4RGLIbGAR0Mv3jm8j0OYtoFFH1ecgxje3dgfCwW6TdNO7feO8YhVuXuG3lReB_ge3gYwbg61h1hokTsa6ZG6Hl_aZbmANy5V7mI4_h2e3Zxf20hiAdxfkU8iCauKDcGL2Z9262xQGTGEraEu2e9Lf9g-GXWkpaCG9j93k0jcLQIRQaCG9b9aeRAULMG6el8CLImEZ0QxanS17o8TNsx41ig0H00AvdNO7mOmImleT6UBwSMt91CMF3zB__________m_J__________yFVHe0?q=%D0%BA%D0%BB%D0%B8%D0%BC%D0%B0%D1%82+%D0%B8%D0%B7%D0%BC%D0%B5%D0%BD%D0%B5%D0%BD%D0%B8%D0%B5+%D0%B2+%D1%80%D0%BE%D1%81%D1%81%D0%B8%D0%B8+2017"
2017,"Что происходит с климатом?","zoomby.ru","http://yabs.yandex.ru/count/3s6uKctC4Iu40000gQB0022EkTo4RGLIbGAR0Mv3jm8j0JA8iBxC4GA9jlOJIW6O59wgJEe1dQgx_0Ic88gjA99nlQoXA9wgBgMYRni2lA2YnGAD0P6_-IEN0fVmLyV18J-iAWEFlTsiHmEVjyS750AJXGsP1KACcE42jeJTjOYxe9NN0w-OuGApWFgqYBlPbTS3se3wb9DbdwUT8mYeje1gg06Z0QxanS17o8TNsx41ig0H00Avghly1C6C4iBw7HdY-d5joGJI__________yFq___________3tWQ?q=%D0%BA%D0%BB%D0%B8%D0%BC%D0%B0%D1%82+%D0%B8%D0%B7%D0%BC%D0%B5%D0%BD%D0%B5%D0%BD%D0%B8%D0%B5+%D0%B2+%D1%80%D0%BE%D1%81%D1%81%D0%B8%D0%B8+2017"
2017,"Изменение климата: что ждет Россию","ria.ru›warming_prognosis/20130924/964750728.html","http://ria.ru/warming_prognosis/20130924/964750728.html"
2017,"Последствия изменения климата в России","greenpeace.org›russia/ru/campaigns/climate…","http://www.greenpeace.org/russia/ru/campaigns/climate/consequences/"
2017,"портал по проблемам изменения климата в России","clicr.ru›post/show/id/1363","http://www.clicr.ru/post/show/id/1363"
2017,"Прогнозы воздействия изменения климата","CyberLeninka.ru›Научные статьи›…-klimata-na-selskoe…","http://CyberLeninka.ru/article/n/prognozy-vozdeystviya-izmeneniya-klimata-na-selskoe-hozyaystvo-v-nizhnem-povolzhie"
2017,"План работы :  вступление  влияние климата на человека","refdb.ru›look/2272351.html","http://refdb.ru/look/2272351.html"
2017,"Почему так резко изменился климат в России?","otvet.mail.ru›question/95051900","https://otvet.mail.ru/question/95051900"
2017,"Прогноз изменения климата России","protown.ru›information/articles/articles_2518.html","http://www.protown.ru/information/articles/articles_2518.html"
2017,"Чем грозит России изменение климата?","rosnauka.ru›Публикации›844","http://rosnauka.ru/publication/844"
2017,"Что ждёт мировой климат","viperson.ru›Публикации›…-zhdyot-mirovoy-klimat","http://viperson.ru/articles/chto-zhdyot-mirovoy-klimat"
2017,"ИЗМЕНЕНИЯ КЛИМАТА - Статьи - Бункер-строительство","bunkerstroy.com.ua›publ/9","http://bunkerstroy.com.ua/publ/9"
2017,"Климат на выставке Мир Климата","climatexpo.ru","http://yabs.yandex.ru/count/SCupcUKlyvi40000gQB0022Ej7TqRGLIbGAR0Mv3jm8j0OYtoFFH1ecgxje3dgfCwW6TdNO7feO8YhVuXuG3lReB_ge3gYwbg61h1hokTsa6ZG6Hktm8_0QNy7qfcYO_h2e3ZxdU8vq8dxfDljGFauKDcGL2Z9262xQGTGEraEu2e9Lf9g-GXWkpaCG9j93k0jcLQIRQaCG9b9rxRAUMKG6ej2bRjGEZ0Qxk242zLz5krx41ig0H00AvdNO7mOmIml8-L3QBINUK0SMF3zB__________m_J__________yFVHe0?q=%D0%BA%D0%BB%D0%B8%D0%BC%D0%B0%D1%82+%D0%B8%D0%B7%D0%BC%D0%B5%D0%BD%D0%B5%D0%BD%D0%B8%D0%B5+%D0%B2+%D1%80%D0%BE%D1%81%D1%81%D0%B8%D0%B8+2026"
2017,"Что происходит с климатом?","zoomby.ru","http://yabs.yandex.ru/count/SCupcRh2C-040000gQB0022Ej7TqRGLIbGAR0Mv3jm8j0JA8iBxC4GA9jlOJIW6O59wgJEe1dQgx_0Ic88gjA99nlQoXA9wgBgMYRni2lA2YnGAD0P6xV0Zy1fVmVIcQ9Z-iAWEFlZ26UWYVivZcAGcJXGsP1KACcE42jeJTjOYxe9NN0w-OuGApWFgqYBlPbTS3se3wb9lPeAULymYejDSrVWIZ0Qxk242zLz5krx41ig0H00Avghly1C6C4iBoFbGsYqbtb07I__________yFq___________3tWQ?q=%D0%BA%D0%BB%D0%B8%D0%BC%D0%B0%D1%82+%D0%B8%D0%B7%D0%BC%D0%B5%D0%BD%D0%B5%D0%BD%D0%B8%D0%B5+%D0%B2+%D1%80%D0%BE%D1%81%D1%81%D0%B8%D0%B8+2026"
2018,"Прогноз изменений климата и геополитиеских последствий","ecoteco.ru›library/magazine…klimata-i…posledstviy…","http://www.ecoteco.ru/library/magazine/zhurnal-111/ekologiya/prognoz-izmeneniy-klimata-i-geopolitieskih-posledstviy-ego-izmeneniya-do-2020-goda/"
2018,"Прогноз климатических изменений на 2010 — 2020 годы","paranormal.org.ru›news.php?wx=569","http://paranormal.org.ru/news.php?wx=569"
2018,"Природа России: ИТОГИ КЛИМАТИЧЕСКИХ ПЕРЕГОВОРОВ","priroda.ru›reviews/detail.php…","http://www.priroda.ru/reviews/detail.php?ID=11298&SECTION_ID="
2018,"Чемпионат мира по футболу 2018 — Википедия","ru.wikipedia.org›Чемпионат мира по футболу 2018","https://ru.wikipedia.org/wiki/%D0%A7%D0%B5%D0%BC%D0%BF%D0%B8%D0%BE%D0%BD%D0%B0%D1%82_%D0%BC%D0%B8%D1%80%D0%B0_%D0%BF%D0%BE_%D1%84%D1%83%D1%82%D0%B1%D0%BE%D0%BB%D1%83_2018"
2018,"Новейший военный вертолет появится в России до 2018","planeta.moy.su›news…v_rossii…2018_goda/2015-02-05…","http://planeta.moy.su/news/novejshij_voennyj_vertolet_pojavitsja_v_rossii_do_2018_goda/2015-02-05-31839"
2018,"Изменение климата: что ждет Россию","ria.ru›warming_prognosis/20130924/964750728.html","http://ria.ru/warming_prognosis/20130924/964750728.html"
2018,"Ученые назвали изменение климата главной мировой","gazetadaily.ru›…nazvali-glavnuyu-mirovuyu…v-2016…","http://gazetadaily.ru/03/02/uchenyie-nazvali-glavnuyu-mirovuyu-ugrozu-v-2016-godu/"
2018,"Чем грозит России изменение климата?","rosnauka.ru›Публикации›844","http://rosnauka.ru/publication/844"
2018,"Последствия изменения климата в России","greenpeace.org›russia/ru/campaigns/climate…","http://www.greenpeace.org/russia/ru/campaigns/climate/consequences/"
2018,"Прогноз изменения климата России","protown.ru›information/articles/articles_2518.html","http://www.protown.ru/information/articles/articles_2518.html"
2018,"Климат на выставке Мир Климата","climatexpo.ru","http://yabs.yandex.ru/count/Ml__WI4Bxri40000gQB0022EkLHqRGLIbGAR0Mv3jm8j0OYtoFFH1ecgxje3dgfCwW6TdNO7feO8YhVuXuG3lReB_ge3gYwbg61h1hokTsa6ZG6HkXU_ymYNy3Z14oO_h2e3ZxpgNAO6dwIUi_gJXGsP1KACa8OBjf1r0xMGxWAWbMachv262xEGn0cqaEu2sPLf9jgGn0cKcJLjfvvV0QYzynYs0wC1hk36mAN9YcRNiG6oe1400hcTTWV1Z1B2yOoXKfPDRtq3nOyFql__________3zF__________mzy6W00?q=%D0%B8%D0%B7%D0%BC%D0%B5%D0%BD%D0%B5%D0%BD%D0%B8%D0%B5+%D0%BA%D0%BB%D0%B8%D0%BC%D0%B0%D1%82%D0%B0+%D0%B2+%D1%80%D0%BE%D1%81%D1%81%D0%B8%D0%B8+2018"
2018,"Что происходит с климатом?","zoomby.ru","http://yabs.yandex.ru/count/Ml__WMs7QEK40000gQB0022EkLHqRGLIbGAR0Mv3jm8j0JA8iBxC4GA9jlOJIW6O59wgJEe1dQgx_0Ic88gjA99nlQoXA9wgBgMYRni2lA2YnGAD0P6w5x_p29VmEC4J9Z-iAWEFjhBYHWgVlgfPKmcJXGsP1KACcE42jeJTjOYxe9NN0w-OuGApWFgqYBlPbTS3se3wb9paeQUMQmceiV_pXGIZ0QxWni2boOfcrx41ig2H00Avghly1C6C4iBnZA5IbarlVGFI__________yFq___________3tWQ?q=%D0%B8%D0%B7%D0%BC%D0%B5%D0%BD%D0%B5%D0%BD%D0%B8%D0%B5+%D0%BA%D0%BB%D0%B8%D0%BC%D0%B0%D1%82%D0%B0+%D0%B2+%D1%80%D0%BE%D1%81%D1%81%D0%B8%D0%B8+2018"
2018,"Прогноз изменений климата и геополитиеских последствий","ecoteco.ru›library/magazine…klimata-i…posledstviy…","http://www.ecoteco.ru/library/magazine/zhurnal-111/ekologiya/prognoz-izmeneniy-klimata-i-geopolitieskih-posledstviy-ego-izmeneniya-do-2020-goda/"
2018,"Прогноз климатических изменений на 2010 — 2020 годы","paranormal.org.ru›news.php?wx=569","http://paranormal.org.ru/news.php?wx=569"
2018,"Природа России: ИТОГИ КЛИМАТИЧЕСКИХ ПЕРЕГОВОРОВ","priroda.ru›reviews/detail.php…","http://www.priroda.ru/reviews/detail.php?ID=11298&SECTION_ID="
2018,"Чемпионат мира по футболу 2018 — Википедия","ru.wikipedia.org›Чемпионат мира по футболу 2018","https://ru.wikipedia.org/wiki/%D0%A7%D0%B5%D0%BC%D0%BF%D0%B8%D0%BE%D0%BD%D0%B0%D1%82_%D0%BC%D0%B8%D1%80%D0%B0_%D0%BF%D0%BE_%D1%84%D1%83%D1%82%D0%B1%D0%BE%D0%BB%D1%83_2018"
2018,"Изменение климата: что ждет Россию","ria.ru›warming_prognosis/20130924/964750728.html","http://ria.ru/warming_prognosis/20130924/964750728.html"
2018,"В России выборы изменили деловой климат - 9 Грудня","holosua.com›news/v_rossii…klimat/2011-12-09-22684","http://holosua.com/news/v_rossii_vybory_izmenili_delovoj_klimat/2011-12-09-22684"
2018,"Новейший военный вертолет появится в России до 2018","planeta.moy.su›news…v_rossii…2018_goda/2015-02-05…","http://planeta.moy.su/news/novejshij_voennyj_vertolet_pojavitsja_v_rossii_do_2018_goda/2015-02-05-31839"
2018,"Ученые назвали изменение климата главной мировой","gazetadaily.ru›…nazvali-glavnuyu-mirovuyu…v-2016…","http://gazetadaily.ru/03/02/uchenyie-nazvali-glavnuyu-mirovuyu-ugrozu-v-2016-godu/"
2018,"Прогноз изменения климата России","protown.ru›information/articles/articles_2518.html","http://www.protown.ru/information/articles/articles_2518.html"
2018,"Основные направления развития","cbr.ru›finmarkets/files/development/opr_1618.pdf","http://www.cbr.ru/finmarkets/files/development/opr_1618.pdf"
2018,"Климат на выставке Мир Климата","climatexpo.ru","http://yabs.yandex.ru/count/4PPQjpHYPlq40000gQB0022EkMXqRGLIbGAR0Mv3jm8j0OYtoFFH1ecgxje3dgfCwW6TdNO7feO8YhVuXuG3lReB_ge3gYwbg61h1hokTsa6ZG6HjBzrPGoNy3Z14oO_h2e3ZxpgNAO6dwIUi_gJXGsP1KACa8OBjf1r0xMGxWAWbMachv262xEGn0cqaEu2sPLf9jgGn0cKcJLjfvbN0QYxNmks0wC1hk39G18uKMlNiG6oe1400hcTTWV1Z1B2-RT2kPUrbgW2nOyFql__________3zF__________mzy6W00?q=%D0%BA%D0%BB%D0%B8%D0%BC%D0%B0%D1%82+%D0%B8%D0%B7%D0%BC%D0%B5%D0%BD%D0%B5%D0%BD%D0%B8%D0%B5+%D0%B2+%D1%80%D0%BE%D1%81%D1%81%D0%B8%D0%B8+2018"
2018,"Что происходит с климатом?","zoomby.ru","http://yabs.yandex.ru/count/4PPQjyXRi-e40000gQB0022EkMXqRGLIbGAR0Mv3jm8j0JA8iBxC4GA9jlOJIW6O59wgJEe1dQgx_0Ic88gjA99nlQoXA9wgBgMYRni2lA2YnGAD0P6qltLb39VmEC4J9Z-iAWEFjhBYHWgVlgfPKmcJXGsP1KACcE42jeJTjOYxe9NN0w-OuGApWFgqYBlPbTS3se3wb97ReQUJIGcekrH2WWIZ0QxWoK0IE55hrx41ig0H00Avghly1C6C4iBvjqAvbxMMg0BI__________yFq___________3tWQ?q=%D0%BA%D0%BB%D0%B8%D0%BC%D0%B0%D1%82+%D0%B8%D0%B7%D0%BC%D0%B5%D0%BD%D0%B5%D0%BD%D0%B8%D0%B5+%D0%B2+%D1%80%D0%BE%D1%81%D1%81%D0%B8%D0%B8+2018"
2018,"Прогноз климатических изменений на 2010 — 2020 годы","paranormal.org.ru›news.php?wx=569","http://paranormal.org.ru/news.php?wx=569"
2018,"Стадионы ЧМ-2018 могут быть сертифицированы","climatechange.ru›node/2050","http://www.climatechange.ru/node/2050"
2018,"Изменение климата","rus.sika.com›ru/group/sika_obwestvo…climate…","http://rus.sika.com/ru/group/sika_obwestvo/megatrends/climate_change.html"
2018,"Природа России: ИТОГИ КЛИМАТИЧЕСКИХ ПЕРЕГОВОРОВ","priroda.ru›reviews/detail.php…","http://www.priroda.ru/reviews/detail.php?ID=11298&SECTION_ID="
2018,"ПРОБЛЕМ ИЗМЕНЕНИЯ ГЛОБАЛЬНОГО КЛИМАТА - тема","CyberLeninka.ru›Научные статьи›…-globalnogo-klimata","http://CyberLeninka.ru/article/n/klimaticheskaya-politika-rossiyskoy-federatsii-i-reshenie-problem-izmeneniya-globalnogo-klimata"
2018,"климата в Ульяновской области"" на 2014 - 2018 годы","docs.cntd.ru›document/463704407","http://docs.cntd.ru/document/463704407"
2018,"В России выборы изменили деловой климат - 9 Грудня","holosua.com›news…rossii_vybory…klimat/2011-12-09…","http://holosua.com/news/v_rossii_vybory_izmenili_delovoj_klimat/2011-12-09-22684"
2018,"Отзывов (33) на «Изменение климата»","konecsveta.lazev.ru›2011/04/izmenenie-klimata/","http://konecsveta.lazev.ru/2011/04/izmenenie-klimata/"
2018,"Основные направления развития","cbr.ru›finmarkets/files/development/opr_1618.pdf","http://www.cbr.ru/finmarkets/files/development/opr_1618.pdf"
2018,"Климат России","geographyofrussia.com›Климат России","http://geographyofrussia.com/klimat-rossii/"
2018,"Климат на выставке Мир Климата","climatexpo.ru","http://yabs.yandex.ru/count/60gOVKATtvO40000gQB0022Ek7rqRGLIbGAR0Mv3jm8j0OYtoFFH1ecgxje3dgfCwW6TdNO7feO8YhVuXuG3lReB_ge3gYwbg61h1hokTsa6ZG6HktrHwWkNy3Z14oO_h2e3ZxN8kYu6dwH2gD6JXGsP1KACa8OBjf1r0xMGxWAWbMachv262xEGn0cqaEu2sPLf9jgGn0cKbYPjfvnd0QYt8QIq0wC1hk0VmFyiJN3NiG6oe9400hcTTWV1Z1B2-OZBaX6N17S5nOyFql__________3zF__________mzy6W00?q=%D1%80%D0%BE%D1%81%D1%81%D0%B8%D1%8F+%D0%BA%D0%BB%D0%B8%D0%BC%D0%B0%D1%82+%D0%B8%D0%B7%D0%BC%D0%B5%D0%BD%D0%B5%D0%BD%D0%B8%D0%B5+2018"
2018,"Что происходит с климатом?","zoomby.ru","http://yabs.yandex.ru/count/60gOVKQcCl440000gQB0022Ek7rqRGLIbGAR0Mv3jm8j0JA8iBxC4GA9jlOJIW6O59wgJEe1dQgx_0Ic88gjA99nlQoXA9wgBgMYRni2lA2YnGAD0P6xVL7g2vVmEC4J9Z-iAWEFkmRpUWkVjwWaKWkJXGsP1KACcE42jeJTjOYxe9NN0w-OuGApWFgqYBlPbTS3se3wb9FBeQUU6WcelGgUVGIZ0QxW7y3_B4rmrx41ig2H00Avghly1C6C4iBvYCkI4PS4TmNI__________yFq___________3tWQ?q=%D1%80%D0%BE%D1%81%D1%81%D0%B8%D1%8F+%D0%BA%D0%BB%D0%B8%D0%BC%D0%B0%D1%82+%D0%B8%D0%B7%D0%BC%D0%B5%D0%BD%D0%B5%D0%BD%D0%B8%D0%B5+2018"
2019,"Изменение климата: что ждет Россию","ria.ru›warming_prognosis/20130924/964750728.html","http://ria.ru/warming_prognosis/20130924/964750728.html"
2019,"Главная страница","pts21.narod.ru›potop2008_2020.html","http://pts21.narod.ru/potop2008_2020.html"
2019,"Конец света: 2012-2019 годы Прогноз А В Полюха","konecsweta.blogspot.co.il›2013/06/17.html","http://konecsweta.blogspot.co.il/2013/06/17.html"
2019,"Зимняя Универсиада 2019 — Википедия","ru.wikipedia.org›Зимняя Универсиада 2019","https://ru.wikipedia.org/wiki/%D0%97%D0%B8%D0%BC%D0%BD%D1%8F%D1%8F_%D0%A3%D0%BD%D0%B8%D0%B2%D0%B5%D1%80%D1%81%D0%B8%D0%B0%D0%B4%D0%B0_2019"
2019,"ПОЖАЛУЙСТА ПОМОГИТЕ!!! Особ - Школьные Знанияcom","znanija.com›task/622833","http://znanija.com/task/622833"
2019,"Последствия изменения климата в России","greenpeace.org›russia/ru/campaigns/climate…","http://www.greenpeace.org/russia/ru/campaigns/climate/consequences/"
2019,"прогнозы катастроф Климатические изменения","idp-cs.net›L-ptst.php…","http://idp-cs.net/L-ptst.php?fmcat=lprog2.php&num=1"
